"id:ID",":LABEL","caption","name","incorporationDate","jurisdiction","registrationNumber","address","alephUrl","amount","amountEur","amountUsd","bikCode","bvdId","coatoCode","caemCode","capital","classification","country","mainCountry","currency","dunsCode","description","dissolutionDate","email","fssCode","fnsCode","icijId","idNumber","innCode","ipoCode","irsCode","jibCode","kppCode","keywords","legalForm","mbsCode","modifiedAt","notes","ogrnCode","okopfCode","okpoCode","oksmCode","okvedCode","opencorporatesUrl","alias","pfrNumber","phone","previousName","program","publisher","publisherUrl","retrievedAt","cikCode","swiftBic","sector","sourceUrl","status","summary","taxNumber","taxStatus","topics","vatCode","voenCode","weakAlias","website","wikidataId","wikipediaUrl","ibcRuc"
"entity:069ffb2eeb1385d9d10054b2226070ebedab84ac","Value;Organization;Company;Thing;LegalEntity;Asset","HBF Fünf Epsilon Projektentwicklungs GmbH","HBF Fünf Epsilon Projektentwicklungs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:06cb7b68bb30bd7077664d9d8b92e6409c65ea5e","Value;Organization;Company;Thing;LegalEntity;Asset","SIRIUS Eco Tec GmbH","SIRIUS Eco Tec GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.sirius-ecotec.at/","","",""
"entity:06e684e7c595d1bf9d3cd94eb4a29a822c9a0b66","Value;Organization;Company;Thing;LegalEntity;Asset","HBV Beteiligungs-GmbH","HBV Beteiligungs-GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=105726f","","",""
"entity:0701010835f00bcb02ec8b3186deca5febcb327b","Value;Organization;Company;Thing;LegalEntity;Asset","WasserCluster Lunz - Biologische Station GmbH","WasserCluster Lunz - Biologische Station GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.wassercluster-lunz.ac.at/","","",""
"entity:0724ef213f32a3dedbb528f970017122e6a0bc3d","Value;Organization;Company;Thing;LegalEntity;Asset","Tauernkliniken GmbH","Tauernkliniken GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.tauernklinikum.at/","","",""
"entity:0728e782608feed0dfdbe0b5ddd119695cb2b3f3","Value;Organization;Company;Thing;LegalEntity;Asset","EVN Bulgaria Fernwärme Holding GmbH","EVN Bulgaria Fernwärme Holding GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=315241s","","",""
"entity:072efb3ecb2f36dcf2147fcc0d0fa15249394fa8","Value;Organization;Company;Thing;LegalEntity;Asset","Gemeinde Mühldorf Errichtungsgesellschaft KG","Gemeinde Mühldorf Errichtungsgesellschaft KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0747c6c87d486433e8da1ac041c555080765a049","Value;Organization;Company;Thing;LegalEntity;Asset","public opinion GmbH","public opinion GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.publicopinion.at/","","",""
"entity:0750eae3dc27d81997852844f9362bb68faf004e","Value;Organization;Company;Thing;LegalEntity;Asset","Polytechnische- und Hauptschule Bruck an der Leitha GmbH","Polytechnische- und Hauptschule Bruck an der Leitha GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0756dc7d1594f3719d29bc43fa16c2b6573f024c","Value;Organization;Company;Thing;LegalEntity;Asset","Wang & Hu Gastronomie GmbH","Wang & Hu Gastronomie GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.restaurant-qi.at/","","",""
"entity:077769469fc4890826501a29c647da96580f82b8","Value;Organization;Company;Thing;LegalEntity;Asset","Sozialzentren Vorderwald gemeinnützige Betriebs GmbH","Sozialzentren Vorderwald gemeinnützige Betriebs GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=256834y","","",""
"entity:078ad60813b6b4ecafeba405f60106feedae2b29","Value;Organization;Company;Thing;LegalEntity;Asset","RLK Regionale Lebensmittelkooperationen GmbH","RLK Regionale Lebensmittelkooperationen GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=560268z","","",""
"entity:079877365be8e83d334c4cc2f3847b96a7b0cc17","Value;Organization;Company;Thing;LegalEntity;Asset","Sonnensteinstraße 11-13 PE GmbH","Sonnensteinstraße 11-13 PE GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=530494p","","",""
"entity:07de611146704061450ea76c8175037c8ea501f9","Value;Organization;Company;Thing;LegalEntity;Asset","SASR Beta Siebente Beteiligungsverwaltung GmbH","SASR Beta Siebente Beteiligungsverwaltung GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=551278d","","",""
"entity:07edf535d7d04e3d8ea9ad7d83a4196196261989","Value;Organization;Company;Thing;LegalEntity;Asset","UMIT - Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik Gesellschaft mbH","UMIT - Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik Gesellschaft mbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.umit.at/","","",""
"entity:07f7ebb75565037329a96f7b25da69b529fb59ab","Value;Organization;Company;Thing;LegalEntity;Asset","Josef Schellhorn KG","Josef Schellhorn KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.derseehof.at/","","",""
"entity:08219eb077dc7cec5765f07f1eb3e7a888807e6c","Value;Organization;Company;Thing;LegalEntity;Asset","Georg H. Jeitler Sachverständigengesellschaft mbH & Co KG","Georg H. Jeitler Sachverständigengesellschaft mbH & Co KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=283430i","","",""
"entity:0828e3d5c811bce855162860005817439eadf917","Value;Organization;Company;Thing;LegalEntity;Asset","Forschungsgesellschaft der FH Kärnten mbH","Forschungsgesellschaft der FH Kärnten mbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=141367v","","",""
"entity:082acf951370c3e0b5b5fae36a7a22e339ef7510","Value;Organization;Company;Thing;LegalEntity;Asset","cubido business solutions gmbh","cubido business solutions gmbh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=257113h","","",""
"entity:082e2b57fcde98b07499527f334f4a00aef2aaa2","Value;Organization;Company;Thing;LegalEntity;Asset","Strategic Equity Beteiligungen GmbH","Strategic Equity Beteiligungen GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=396831a","","",""
"entity:082f988c74a0cadfd5a67f0127b1c725cd3cc9d2","Value;Organization;Company;Thing;LegalEntity;Asset","FACULTAS Verlags- und Buchhandels AG","FACULTAS Verlags- und Buchhandels AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.facultas.at/","","",""
"entity:083c07ee32546422cc7b55afb3983adf7430278f","Value;Organization;Company;Thing;LegalEntity;Asset","FFoQSI GmbH","FFoQSI GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=466700z","","",""
"entity:085e4dcba9e1588939f28ea08cee6b472b38870f","Value;Organization;Company;Thing;LegalEntity;Asset","Neubruck Immobilien GmbH","Neubruck Immobilien GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:089161a60bc22c52eb94d39a50a2c270ddac2780","Value;Organization;Company;Thing;LegalEntity;Asset","BWA Beteiligungs- und Verwaltungs-Aktiengesellschaft","BWA Beteiligungs- und Verwaltungs-Aktiengesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.firmenbuchgrundbuch.at/fbgb/easy/fb/documents?affiliate=10&inputCommercialRegisterNumber=158556x","","",""
"entity:08a7ca9a3c707832fcbce144513944c9a7d93382","Value;Organization;Company;Thing;LegalEntity;Asset","Arbeiterheim Floridsdorf registrierte Genossenschaft mit beschränkter Haftung","Arbeiterheim Floridsdorf registrierte Genossenschaft mit beschränkter Haftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:0917b06d7c6a0b0c1b1edb387010c8e98d1c604f","Value;Organization;Company;Thing;LegalEntity;Asset","Österreichische Wohnbaugenossenschaft gemeinnützige registrierte Genossenschaft mit beschränkter Haftung","Österreichische Wohnbaugenossenschaft gemeinnützige registrierte Genossenschaft mit beschränkter Haftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:091e2af981b8101288f427f37e8e28d3386f4a22","Value;Organization;Company;Thing;LegalEntity;Asset","Raiffeisenverband Salzburg eGen","Raiffeisenverband Salzburg eGen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.rvs.at/","","",""
"entity:094466308586e12caab9779638a9e9d839167f61","Value;Organization;Company;Thing;LegalEntity;Asset","Bundesinstitut für Bildungsforschung, Innovation und Entwicklung des österreichischen Schulwesens (BIFIE)","Bundesinstitut für Bildungsforschung, Innovation und Entwicklung des österreichischen Schulwesens (BIFIE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.bifie.at/","","",""
"entity:09458d7f3a678eeedbb0c572035cad6766c5f908","Value;Organization;Company;Thing;LegalEntity;Asset","Novo Immobilien GmbH","Novo Immobilien GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:094b60088cb39fb3bf1d4d893d83253c7372a866","Value;Organization;Company;Thing;LegalEntity;Asset","Kärntner Berufsförderungsinstitut GmbH","Kärntner Berufsförderungsinstitut GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.bfi-kaernten.or.at/","","",""
"entity:09571e7a1a400a16051984230c6ac49aa08b0b5d","Value;Organization;Company;Thing;LegalEntity;Asset","Novo Investment d.o.o.","Novo Investment d.o.o.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:097877f8abe1568f6d9c5cc1cc0757b8d30c220a","Value;Organization;Company;Thing;LegalEntity;Asset","MAUTERNER-Freizeit-Betriebsgesellschaft m.b.H. in Liqu.","MAUTERNER-Freizeit-Betriebsgesellschaft m.b.H. in Liqu.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:098ea2b76c65e77599985fd946c00d546d23f165","Value;Organization;Company;Thing;LegalEntity;Asset","Volkshilfe Wien gemeinnützige Betriebs-GmbH","Volkshilfe Wien gemeinnützige Betriebs-GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.volkshilfe-wien.at/","","",""
